time_ns,source,destination,route,rtt_ns,hop_count,failed_isls,status
152200000000,12,13,12-8-9-10-6-13,42168869.7540142015,5,,NORMAL
152300000000,12,13,12-8-9-10-6-13,42165959.8232577890,5,,NORMAL
152400000000,12,13,12-8-9-10-6-13,42163051.0697053447,5,,NORMAL
152500000000,12,13,12-8-9-10-6-13,42160148.5741282701,5,,NORMAL
152600000000,12,13,12-8-9-10-6-13,42157246.6670810208,5,,NORMAL
152700000000,12,13,12-8-9-10-6-13,42154349.6718224213,5,,NORMAL
152800000000,12,13,12-8-9-10-6-13,42151459.3513689041,5,,NORMAL
152900000000,12,13,12-8-9-10-6-13,42148566.9071266428,5,,NORMAL
153000000000,12,13,12-8-9-10-6-13,42145685.7202639207,5,,NORMAL
153100000000,12,13,12-8-9-10-6-13,42142809.3095986396,5,,NORMAL
153200000000,12,13,12-8-9-10-6-13,42139938.1179198176,5,,NORMAL
153300000000,12,13,12-8-9-10-6-13,42137065.2045748904,5,,NORMAL
153400000000,12,13,12-8-9-10-6-13,42134206.3854256570,5,,NORMAL
153500000000,12,13,12-8-9-10-6-13,42131338.3788440302,5,,NORMAL
153600000000,12,13,12-8-9-10-6-13,42128483.2570842281,5,,NORMAL
153700000000,12,13,12-8-9-10-6-13,42125631.2091057673,5,,NORMAL
153800000000,12,13,12-8-9-10-6-13,42122785.0874566957,5,,NORMAL
153900000000,12,13,12-8-9-10-6-13,42119937.2957701012,5,,NORMAL
154000000000,12,13,12-8-9-10-6-13,42117101.8508950770,5,,NORMAL
154100000000,12,13,12-8-9-10-6-13,42114267.3353605494,5,,NORMAL
154200000000,12,13,12-8-9-10-6-13,42111430.2215471342,5,,NORMAL
154300000000,12,13,12-8-9-10-6-13,42108610.9078438431,5,,NORMAL
154400000000,12,13,12-8-9-10-6-13,42105789.7506680191,5,,NORMAL
154500000000,12,13,12-8-9-10-6-13,42102968.2619584501,5,,NORMAL
154600000000,12,13,12-8-9-10-6-13,42100154.6332580522,5,,NORMAL
154700000000,12,13,12-8-9-10-6-13,42097350.2281268835,5,,NORMAL
154800000000,12,13,12-8-9-10-6-13,42094544.3076649681,5,,NORMAL
154900000000,12,13,12-8-9-10-6-13,42091740.8544486463,5,,NORMAL
155000000000,12,13,12-8-9-10-6-13,42088948.1528391689,5,,NORMAL
155100000000,12,13,12-8-9-10-6-13,42086153.2289516106,5,,NORMAL
155200000000,12,13,12-8-9-10-6-13,42083367.7840624675,5,,NORMAL
155300000000,12,13,12-8-9-10-6-13,42080585.2373066097,5,,NORMAL
155400000000,12,13,12-8-9-10-6-13,42077806.6070996150,5,,NORMAL
155500000000,12,13,12-8-9-10-6-13,42075031.9564300254,5,,NORMAL
155600000000,12,13,12-8-9-10-6-13,42072258.7483282015,5,,NORMAL
155700000000,12,13,12-8-9-10-6-13,42069493.7471194044,5,,NORMAL
155800000000,12,13,12-8-9-10-6-13,42066735.4133937284,5,,NORMAL
155900000000,12,13,12-8-9-10-6-13,42063974.4645987824,5,,NORMAL
156000000000,12,13,12-8-9-10-6-13,42061222.8165488094,5,,NORMAL
156100000000,12,13,12-8-9-10-6-13,42058478.7637872100,5,,NORMAL
156200000000,12,13,12-8-9-10-6-13,42055730.3434210047,5,,NORMAL
156300000000,12,13,12-8-9-10-6-13,42052993.1160923392,5,,NORMAL
156400000000,12,13,12-8-9-10-6-13,42050252.1689658314,5,,NORMAL
156500000000,12,13,12-8-9-10-6-13,42047523.6840257868,5,,NORMAL
156600000000,12,13,12-8-9-10-6-13,42044796.1969803274,5,,NORMAL
156700000000,12,13,12-8-9-10-6-13,42042079.7550153509,5,,NORMAL
156800000000,12,13,12-8-9-10-6-13,42039359.5335017145,5,,NORMAL
156900000000,12,13,12-8-9-10-6-13,42036645.1294357702,5,,NORMAL
157000000000,12,13,12-8-9-10-6-13,42033937.1363250986,5,,NORMAL
157100000000,12,13,12-8-9-10-6-13,42031230.9571318850,5,,NORMAL
157200000000,12,13,12-8-9-10-6-13,42028530.5583559200,5,,NORMAL
157300000000,12,13,12-8-9-10-6-13,42025830.5876649171,5,,NORMAL
157400000000,12,13,12-8-9-10-6-13,42023142.0535331964,5,,NORMAL
157500000000,12,13,12-8-9-10-6-13,42020456.7376796082,5,,NORMAL
157600000000,12,13,12-8-9-10-6-13,42017772.9091900736,5,,NORMAL
157700000000,12,13,12-8-9-10-6-13,42015093.8354914561,5,,NORMAL
157800000000,12,13,12-8-9-10-6-13,42012416.1710132807,5,,NORMAL
157900000000,12,13,12-8-9-10-6-13,42009746.9369291514,5,,NORMAL
158000000000,12,13,12-8-9-10-6-13,42007081.0666054115,5,,NORMAL
158100000000,12,13,12-8-9-10-6-13,42004422.4790601507,5,,NORMAL
158200000000,12,13,12-8-9-10-6-13,42001765.3794598728,5,,NORMAL
158300000000,12,13,12-8-9-10-6-13,41999109.6381885260,5,,NORMAL
158400000000,12,13,12-8-9-10-6-13,41996460.4346435741,5,,NORMAL
158500000000,12,13,12-8-9-10-6-13,41993817.5034521148,5,,NORMAL
158600000000,12,13,12-8-9-10-6-13,41991178.7569891736,5,,NORMAL
158700000000,12,13,12-8-9-10-6-13,41988542.7017345577,5,,NORMAL
158800000000,12,13,12-8-9-10-6-13,41985912.2621243522,5,,NORMAL
158900000000,12,13,12-8-9-10-6-13,41983286.4560592324,5,,NORMAL
159000000000,12,13,12-8-9-10-6-13,41980657.8102193922,5,,NORMAL
159100000000,12,13,12-8-9-10-6-13,41978046.5221188888,5,,NORMAL
159200000000,12,13,12-8-9-10-6-13,41975433.4063969180,5,,NORMAL
159300000000,12,13,12-8-9-10-6-13,41972821.5940998048,5,,NORMAL
159400000000,12,13,12-8-9-10-6-13,41970217.2505929694,5,,NORMAL
159500000000,12,13,12-8-9-10-6-13,41967611.5460458249,5,,NORMAL
159600000000,12,13,12-8-9-10-6-13,41965019.4216227382,5,,NORMAL
159700000000,12,13,12-8-9-10-6-13,41962425.6894562095,5,,NORMAL
159800000000,12,13,12-8-9-10-6-13,41959839.3072415218,5,,NORMAL
159900000000,12,13,12-8-9-10-6-13,41957257.4225262702,5,,NORMAL
160000000000,12,13,12-8-9-10-6-13,41954679.2195643783,5,,NORMAL
160100000000,12,13,12-8-9-10-6-13,41952102.7925134525,5,,NORMAL
160200000000,12,13,12-8-9-10-6-13,41949531.2031444311,5,,NORMAL
160300000000,12,13,12-8-9-10-6-13,41946969.9836234003,5,,NORMAL
160400000000,12,13,12-8-9-10-6-13,41944402.4956894517,5,,NORMAL
160500000000,12,13,12-8-9-10-6-13,41941844.0668127686,5,,NORMAL
160600000000,12,13,12-8-9-10-6-13,41939298.5390311331,5,,NORMAL
160700000000,12,13,12-8-9-10-6-13,41936746.7866102681,5,,NORMAL
160800000000,12,13,12-8-9-10-6-13,41934202.5699487701,5,,NORMAL
160900000000,12,13,12-8-9-10-6-13,41931664.4863309041,5,,NORMAL
161000000000,12,13,12-8-9-10-6-13,41929132.2355596349,5,,NORMAL
161100000000,12,13,12-8-9-10-6-13,41926598.8658794165,5,,NORMAL
161200000000,12,13,12-8-9-10-6-13,41924069.2090617940,5,,NORMAL
161300000000,12,13,12-8-9-10-6-13,41921545.4113007635,5,,NORMAL
161400000000,12,13,12-8-9-10-6-13,41919031.1268193647,5,,NORMAL
161500000000,12,13,12-8-9-10-6-13,41916520.8258316964,5,,NORMAL
161600000000,12,13,12-8-9-10-6-13,41914011.3007886112,5,,NORMAL
161700000000,12,13,12-8-9-10-6-13,41911509.1646815836,5,,NORMAL
161800000000,12,13,12-8-9-10-6-13,41909002.6504907236,5,,NORMAL
161900000000,12,13,12-8-9-10-6-13,41906510.9193888754,5,,NORMAL
162000000000,12,13,12-8-9-10-6-13,41904017.1952838227,5,,NORMAL
162100000000,12,13,12-8-9-10-6-13,41901529.1465597823,5,,NORMAL
162200000000,12,13,12-8-9-10-6-13,41899048.9032474384,5,,NORMAL
162300000000,12,13,12-8-9-10-6-13,41896567.7165529653,5,,NORMAL
162400000000,12,13,12-8-9-10-6-13,41894098.3953370750,5,,NORMAL
162500000000,12,13,12-8-9-10-6-13,41891624.8926115632,5,,NORMAL
162600000000,12,13,12-8-9-10-6-13,41889156.0202355459,5,,NORMAL
162700000000,12,13,12-8-9-10-6-13,41886694.5300065652,5,,NORMAL
162800000000,12,13,12-8-9-10-6-13,41884238.8470713943,5,,NORMAL
162900000000,12,13,12-8-9-10-6-13,41881792.3430214748,5,,NORMAL
163000000000,12,13,12-8-9-10-6-13,41879344.7997001931,5,,NORMAL
163100000000,12,13,12-8-9-10-6-13,41876896.3948171735,5,,NORMAL
163200000000,12,13,12-8-9-10-6-13,41874457.2043377832,5,,NORMAL
163300000000,12,13,12-8-9-10-6-13,41872025.6639217138,5,,NORMAL
163400000000,12,13,12-8-9-10-6-13,41869596.3087976575,5,,NORMAL
163500000000,12,13,12-8-9-10-6-13,41867166.2923521027,5,,NORMAL
163600000000,12,13,12-8-9-10-6-13,41864744.6281443015,5,,NORMAL
163700000000,12,13,12-8-9-10-6-13,41862329.5904101208,5,,NORMAL
163800000000,12,13,12-8-9-10-6-13,41859913.3243035600,5,,NORMAL
163900000000,12,13,12-8-9-10-6-13,41857508.6810068712,5,,NORMAL
164000000000,12,13,12-8-9-10-6-13,41855103.6060754806,5,,NORMAL
164100000000,12,13,12-8-9-10-6-13,41852702.6152576506,5,,NORMAL
164200000000,12,13,12-8-9-10-6-13,41850310.0947453827,5,,NORMAL
164300000000,12,13,12-8-9-10-6-13,41847917.3351799771,5,,NORMAL
164400000000,12,13,12-8-9-10-6-13,41845531.2048489749,5,,NORMAL
164500000000,12,13,12-8-9-10-6-13,41843148.4320367053,5,,NORMAL
164600000000,12,13,12-8-9-10-6-13,41840772.7984996215,5,,NORMAL
164700000000,12,13,12-8-9-10-6-13,41838397.5967337042,5,,NORMAL
164800000000,12,13,12-8-9-10-6-13,41836026.6676711366,5,,NORMAL
164900000000,12,13,12-8-9-10-6-13,41833660.3692198992,5,,NORMAL
165000000000,12,13,12-8-9-10-6-13,41831303.3747563288,5,,NORMAL
165100000000,12,13,12-8-9-10-6-13,41828949.8949282616,5,,NORMAL
165200000000,12,13,12-8-9-10-6-13,41826595.5017825440,5,,NORMAL
165300000000,12,13,12-8-9-10-6-13,41824248.4557070509,5,,NORMAL
165400000000,12,13,12-8-9-10-6-13,41821901.2099523768,5,,NORMAL
165500000000,12,13,12-8-9-10-6-13,41819569.3284974396,5,,NORMAL
165600000000,12,13,12-8-9-10-6-13,41817231.3995037451,5,,NORMAL
165700000000,12,13,12-8-9-10-6-13,41814900.8514186740,5,,NORMAL
165800000000,12,13,12-8-9-10-6-13,41812572.7648235261,5,,NORMAL
165900000000,12,13,12-8-9-10-6-13,41810257.8043576702,5,,NORMAL
166000000000,12,13,12-8-9-10-6-13,41807939.7993700653,5,,NORMAL
166100000000,12,13,12-8-9-10-6-13,41805627.6534484997,5,,NORMAL
166200000000,12,13,12-8-9-10-6-13,41803319.6787637100,5,,NORMAL
166300000000,12,13,12-8-9-10-6-13,41801017.1000605598,5,,NORMAL
166400000000,12,13,12-8-9-10-6-13,41798717.5215982720,5,,NORMAL
166500000000,12,13,12-8-9-10-6-13,41796425.0480005145,5,,NORMAL
166600000000,12,13,12-8-9-10-6-13,41794130.6147362590,5,,NORMAL
166700000000,12,13,12-8-9-10-6-13,41791847.3384289593,5,,NORMAL
166800000000,12,13,12-8-9-10-6-13,41789564.2348810732,5,,NORMAL
166900000000,12,13,12-8-9-10-6-13,41787289.5742774382,5,,NORMAL
167000000000,12,13,12-8-9-10-6-13,41785012.5805145800,5,,NORMAL
167100000000,12,13,12-8-9-10-6-13,41782750.0962085947,5,,NORMAL
167200000000,12,13,12-8-9-10-6-13,41780483.8547779173,5,,NORMAL
167300000000,12,13,12-8-9-10-6-13,41778227.3332428560,5,,NORMAL
167400000000,12,13,12-8-9-10-6-13,41775968.8073639870,5,,NORMAL
167500000000,12,13,12-8-9-10-6-13,41773720.9419722706,5,,NORMAL
167600000000,12,13,12-8-9-10-6-13,41771475.2417365983,5,,NORMAL
167700000000,12,13,12-8-9-10-6-13,41769229.6459046975,5,,NORMAL
167800000000,12,13,12-8-9-10-6-13,41766994.4927112386,5,,NORMAL
167900000000,12,13,12-8-9-10-6-13,41764763.6267811731,5,,NORMAL
168000000000,12,13,12-8-9-10-6-13,41762534.6554620713,5,,NORMAL
168100000000,12,13,12-8-9-10-6-13,41760304.7825101465,5,,NORMAL
168200000000,12,13,12-8-9-10-6-13,41758087.9776526168,5,,NORMAL
168300000000,12,13,12-8-9-10-6-13,41755874.9495898187,5,,NORMAL
168400000000,12,13,12-8-9-10-6-13,41753660.7170865685,5,,NORMAL
168500000000,12,13,12-8-9-10-6-13,41751456.4715034589,5,,NORMAL
168600000000,12,13,12-8-9-10-6-13,41749255.0458217487,5,,NORMAL
168700000000,12,13,12-8-9-10-6-13,41747053.4530596808,5,,NORMAL
168800000000,12,13,12-8-9-10-6-13,41744863.3804624006,5,,NORMAL
168900000000,12,13,12-8-9-10-6-13,41742669.8296550736,5,,NORMAL
169000000000,12,13,12-8-9-10-6-13,41740487.3311541677,5,,NORMAL
169100000000,12,13,12-8-9-10-6-13,41738306.1928848624,5,,NORMAL
169200000000,12,13,12-8-9-10-6-13,41736128.1866695061,5,,NORMAL
169300000000,12,13,12-8-9-10-6-13,41733959.4618580192,5,,NORMAL
169400000000,12,13,12-8-9-10-6-13,41731796.1448602825,5,,NORMAL
169500000000,12,13,12-8-9-10-6-13,41729632.5824460611,5,,NORMAL
169600000000,12,13,12-8-9-10-6-13,41727476.1901255399,5,,NORMAL
169700000000,12,13,12-8-9-10-6-13,41725318.8309249133,5,,NORMAL
169800000000,12,13,12-8-9-10-6-13,41723167.9839923158,5,,NORMAL
169900000000,12,13,12-8-9-10-6-13,41721024.9305877090,5,,NORMAL
170000000000,12,13,12-8-9-10-6-13,41718882.0877757221,5,,NORMAL
170100000000,12,13,12-8-9-10-6-13,41716747.0146128461,5,,NORMAL
170200000000,12,13,12-8-9-10-6-13,41714616.0152146891,5,,NORMAL
170300000000,12,13,12-8-9-10-6-13,41712491.2214541659,5,,NORMAL
170400000000,12,13,12-8-9-10-6-13,41710365.6592433080,5,,NORMAL
170500000000,12,13,12-8-9-10-6-13,41708245.2953732833,5,,NORMAL
170600000000,12,13,12-8-9-10-6-13,41706136.0452905819,5,,NORMAL
170700000000,12,13,12-8-9-10-6-13,41704023.4520223290,5,,NORMAL
170800000000,12,13,12-8-9-10-6-13,41701918.0054418817,5,,NORMAL
170900000000,12,13,12-8-9-10-6-13,41699812.7104184180,5,,NORMAL
171000000000,12,13,12-8-9-10-6-13,41697718.1578808799,5,,NORMAL
171100000000,12,13,12-8-9-10-6-13,41695623.5522685871,5,,NORMAL
171200000000,12,13,12-8-9-10-6-13,41693540.3854522109,5,,NORMAL
171300000000,12,13,12-8-9-10-6-13,41691458.8092122301,5,,NORMAL
171400000000,12,13,12-8-9-10-6-13,41689379.7204047590,5,,NORMAL
171500000000,12,13,12-8-9-10-6-13,41687306.1624732018,5,,NORMAL
171600000000,12,13,12-8-9-10-6-13,41685232.4588499218,5,,NORMAL
171700000000,12,13,12-8-9-10-6-13,41683167.8532083929,5,,NORMAL
171800000000,12,13,12-8-9-10-6-13,41681105.2654464096,5,,NORMAL
171900000000,12,13,12-8-9-10-6-13,41679048.9591328874,5,,NORMAL
172000000000,12,13,12-8-9-10-6-13,41677000.2951301783,5,,NORMAL
172100000000,12,13,12-8-9-10-6-13,41674948.4839768410,5,,NORMAL
172200000000,12,13,12-8-9-10-6-13,41672908.2958675772,5,,NORMAL
172300000000,12,13,12-8-9-10-6-13,41670871.0653255954,5,,NORMAL
172400000000,12,13,12-8-9-10-6-13,41668834.6058562547,5,,NORMAL
172500000000,12,13,12-8-9-10-6-13,41666804.2867915854,5,,NORMAL
172600000000,12,13,12-8-9-10-6-13,41664772.2573123500,5,,NORMAL
172700000000,12,13,12-8-9-10-6-13,41662756.2345594019,5,,NORMAL
172800000000,12,13,12-8-9-10-6-13,41660735.8511478603,5,,NORMAL
172900000000,12,13,12-8-9-10-6-13,41658724.7161882594,5,,NORMAL
173000000000,12,13,12-8-9-10-6-13,41656717.1734104902,5,,NORMAL
173100000000,12,13,12-8-9-10-6-13,41654718.8294050545,5,,NORMAL
173200000000,12,13,12-8-9-10-6-13,41652714.1209852174,5,,NORMAL
173300000000,12,13,12-8-9-10-6-13,41650719.5512914062,5,,NORMAL
173400000000,12,13,12-8-9-10-6-13,41648729.9018307030,5,,NORMAL
173500000000,12,13,12-8-9-10-6-13,41646747.9935129508,5,,NORMAL
173600000000,12,13,12-8-9-10-6-13,41644764.3690762967,5,,NORMAL
173700000000,12,13,12-8-9-10-6-13,41642785.0512175560,5,,NORMAL
173800000000,12,13,12-8-9-10-6-13,41640814.8681261465,5,,NORMAL
173900000000,12,13,12-8-9-10-6-13,41638844.7649088055,5,,NORMAL
174000000000,12,13,12-8-9-10-6-13,41636881.9362313077,5,,NORMAL
174100000000,12,13,12-8-9-10-6-13,41634919.9436797425,5,,NORMAL
174200000000,12,13,12-8-9-10-6-13,41632967.3362920880,5,,NORMAL
174300000000,12,13,12-8-9-10-6-13,41631015.9918127134,5,,NORMAL
174400000000,12,13,12-8-9-10-6-13,41629070.9837908149,5,,NORMAL
174500000000,12,13,12-8-9-10-6-13,41627130.3932472393,5,,NORMAL
174600000000,12,13,12-8-9-10-6-13,41625186.6667359844,5,,NORMAL
174700000000,12,13,12-8-9-10-6-13,41623258.6881461963,5,,NORMAL
174800000000,12,13,12-8-9-10-6-13,41621328.4392262623,5,,NORMAL
174900000000,12,13,12-8-9-10-6-13,41619406.4426280260,5,,NORMAL
175000000000,12,13,12-8-9-10-6-13,41617488.3356452584,5,,NORMAL
175100000000,12,13,12-8-9-10-6-13,41615573.9418522865,5,,NORMAL
175200000000,12,13,12-8-9-10-6-13,41613659.5438470319,5,,NORMAL
175300000000,12,13,12-8-9-10-6-13,41611755.1278162226,5,,NORMAL
175400000000,12,13,12-8-9-10-6-13,41609850.6161514297,5,,NORMAL
175500000000,12,13,12-8-9-10-6-13,41607957.2351765335,5,,NORMAL
175600000000,12,13,12-8-9-10-6-13,41606061.5047087148,5,,NORMAL
175700000000,12,13,12-8-9-10-6-13,41604173.9006051347,5,,NORMAL
175800000000,12,13,12-8-9-10-6-13,41602288.4362209216,5,,NORMAL
175900000000,12,13,12-8-9-10-6-13,41600406.5180844292,5,,NORMAL
176000000000,12,13,12-8-9-10-6-13,41598535.8046363890,5,,NORMAL
176100000000,12,13,12-8-9-10-6-13,41596665.2484060079,5,,NORMAL
176200000000,12,13,12-8-9-10-6-13,41594795.6380659118,5,,NORMAL
176300000000,12,13,12-8-9-10-6-13,41592933.4474129304,5,,NORMAL
176400000000,12,13,12-8-9-10-6-13,41591074.7737671807,5,,NORMAL
176500000000,12,13,12-8-9-10-6-13,41589221.7916280702,5,,NORMAL
176600000000,12,13,12-8-9-10-6-13,41587373.9935994223,5,,NORMAL
176700000000,12,13,12-8-9-10-6-13,41585529.8029504269,5,,NORMAL
176800000000,12,13,12-8-9-10-6-13,41583689.1382911876,5,,NORMAL
176900000000,12,13,12-8-9-10-6-13,41581857.8944823965,5,,NORMAL
177000000000,12,13,12-8-9-10-6-13,41580028.7662245780,5,,NORMAL
177100000000,12,13,12-8-9-10-6-13,41578198.8168524876,5,,NORMAL
177200000000,12,13,12-8-9-10-6-13,41576376.1447793692,5,,NORMAL
177300000000,12,13,12-8-9-10-6-13,41574561.8881655484,5,,NORMAL
177400000000,12,13,12-8-9-10-6-13,41572748.4464460984,5,,NORMAL
177500000000,12,13,12-8-9-10-6-13,41570940.9481640011,5,,NORMAL
177600000000,12,13,12-8-9-10-6-13,41569134.6874420941,5,,NORMAL
177700000000,12,13,12-8-9-10-6-13,41567332.0595811009,5,,NORMAL
177800000000,12,13,12-8-9-10-6-13,41565541.4960939810,5,,NORMAL
177900000000,12,13,12-8-9-10-6-13,41563748.7370062992,5,,NORMAL
178000000000,12,13,12-8-9-10-6-13,41561961.1707407609,5,,NORMAL
178100000000,12,13,12-8-9-10-6-13,41560184.4799017012,5,,NORMAL
178200000000,12,13,12-8-9-10-6-13,41558402.9083736017,5,,NORMAL
178300000000,12,13,12-8-9-10-6-13,41556631.1461364552,5,,NORMAL
178400000000,12,13,12-8-9-10-6-13,41554862.6600105464,5,,NORMAL
178500000000,12,13,12-8-9-10-6-13,41553099.2656495571,5,,NORMAL
178600000000,12,13,12-8-9-10-6-13,41551334.2007286176,5,,NORMAL
178700000000,12,13,12-8-9-10-6-13,41549586.3874376267,5,,NORMAL
178800000000,12,13,12-8-9-10-6-13,41547830.5016502887,5,,NORMAL
178900000000,12,13,12-8-9-10-6-13,41546088.7878947407,5,,NORMAL
179000000000,12,13,12-8-9-10-6-13,41544343.7835776508,5,,NORMAL
179100000000,12,13,12-8-9-10-6-13,41542608.3691495210,5,,NORMAL
179200000000,12,13,12-8-9-10-6-13,41540874.1644640118,5,,NORMAL
179300000000,12,13,12-8-9-10-6-13,41539142.9690619335,5,,NORMAL
179400000000,12,13,12-8-9-10-6-13,41537423.5175028443,5,,NORMAL
179500000000,12,13,12-8-9-10-6-13,41535701.1172831878,5,,NORMAL
179600000000,12,13,12-8-9-10-6-13,41533983.4146662652,5,,NORMAL
179700000000,12,13,12-8-9-10-6-13,41532279.0311703607,5,,NORMAL
179800000000,12,13,12-8-9-10-6-13,41530572.0192404985,5,,NORMAL
179900000000,12,13,12-8-9-10-6-13,41528868.8054877669,5,,NORMAL
180000000000,12,13,12-8-9-10-6-13,41527172.3388376534,5,,NORMAL
180100000000,12,13,12-8-9-10-6-13,41525480.5780400932,5,,NORMAL
180200000000,12,13,12-8-9-10-6-13,41523793.2342945710,5,,NORMAL
180300000000,12,13,12-8-9-10-6-13,41522109.5029465109,5,,NORMAL
180400000000,12,13,12-8-9-10-6-13,41520427.8409337178,5,,NORMAL
180500000000,12,13,12-8-9-10-6-13,41518754.0022858307,5,,NORMAL
180600000000,12,13,12-8-9-10-6-13,41517082.9356291667,5,,NORMAL
180700000000,12,13,12-8-9-10-6-13,41515415.3947859406,5,,NORMAL
180800000000,12,13,12-8-9-10-6-13,41513749.5708822757,5,,NORMAL
180900000000,12,13,12-8-9-10-6-13,41512101.7629239708,5,,NORMAL
181000000000,12,13,12-8-9-10-6-13,41510449.0530695915,5,,NORMAL
181100000000,12,13,12-8-9-10-6-13,41508800.9237271249,5,,NORMAL
181200000000,12,13,12-8-9-10-6-13,41507155.5434285104,5,,NORMAL
181300000000,12,13,12-8-9-10-6-13,41505515.5668814704,5,,NORMAL
181400000000,12,13,12-8-9-10-6-13,41503884.4889771044,5,,NORMAL
181500000000,12,13,12-8-9-10-6-13,41502254.8144565299,5,,NORMAL
181600000000,12,13,12-8-9-10-6-13,41500626.7402620167,5,,NORMAL
181700000000,12,13,12-8-9-10-6-13,41499006.2800748423,5,,NORMAL
181800000000,12,13,12-8-9-10-6-13,41497387.0030564144,5,,NORMAL
181900000000,12,13,12-8-9-10-6-13,41495777.9098318964,5,,NORMAL
182000000000,12,13,12-8-9-10-6-13,41494167.0436397418,5,,NORMAL
182100000000,12,13,12-8-9-10-6-13,41492565.2371317446,5,,NORMAL
182200000000,12,13,12-8-9-10-6-13,41490965.8923460841,5,,NORMAL
182300000000,12,13,12-8-9-10-6-13,41489375.5621122718,5,,NORMAL
182400000000,12,13,12-8-9-10-6-13,41487779.1363075301,5,,NORMAL
182500000000,12,13,12-8-9-10-6-13,41486197.8281921223,5,,NORMAL
182600000000,12,13,12-8-9-10-6-13,41484618.2349735498,5,,NORMAL
182700000000,12,13,12-8-9-10-6-13,41483034.9913010299,5,,NORMAL
182800000000,12,13,12-8-9-10-6-13,41481469.3492257521,5,,NORMAL
182900000000,12,13,12-8-9-10-6-13,41479903.5706737936,5,,NORMAL
183000000000,12,13,12-8-9-10-6-13,41478331.8136579692,5,,NORMAL
183100000000,12,13,12-8-9-10-6-13,41476780.9676974341,5,,NORMAL
183200000000,12,13,12-8-9-10-6-13,41475223.8907923400,5,,NORMAL
183300000000,12,13,12-8-9-10-6-13,41473677.9690773189,5,,NORMAL
183400000000,12,13,12-8-9-10-6-13,41472128.9467343390,5,,NORMAL
183500000000,12,13,12-8-9-10-6-13,41470590.5132635683,5,,NORMAL
183600000000,12,13,12-8-9-10-6-13,41469048.8896158487,5,,NORMAL
183700000000,12,13,12-8-9-10-6-13,41467522.0418098569,5,,NORMAL
183800000000,12,13,12-8-9-10-6-13,41465994.3746359572,5,,NORMAL
183900000000,12,13,12-8-9-10-6-13,41464477.1607044041,5,,NORMAL
184000000000,12,13,12-8-9-10-6-13,41462956.3713945076,5,,NORMAL
184100000000,12,13,12-8-9-10-6-13,41461441.7866454422,5,,NORMAL
184200000000,12,13,12-8-9-10-6-13,41459932.5194257498,5,,NORMAL
184300000000,12,13,12-8-9-10-6-13,41458425.2200830579,5,,NORMAL
184400000000,12,13,12-8-9-10-6-13,41456923.3672875091,5,,NORMAL
184500000000,12,13,12-8-9-10-6-13,41455435.0327812880,5,,NORMAL
184600000000,12,13,12-8-9-10-6-13,41453944.0426644608,5,,NORMAL
184700000000,12,13,12-8-9-10-6-13,41452454.2061767429,5,,NORMAL
184800000000,12,13,12-8-9-10-6-13,41450973.1950589642,5,,NORMAL
184900000000,12,13,12-8-9-10-6-13,41449500.3987519071,5,,NORMAL
185000000000,12,13,12-8-9-10-6-13,41448018.1740147546,5,,NORMAL
185100000000,12,13,12-8-9-10-6-13,41446552.0720028356,5,,NORMAL
185200000000,12,13,12-8-9-10-6-13,41445087.2324369997,5,,NORMAL
185300000000,12,13,12-8-9-10-6-13,41443628.4242050722,5,,NORMAL
185400000000,12,13,12-8-9-10-6-13,41442172.9995717481,5,,NORMAL
185500000000,12,13,12-8-9-10-6-13,41440721.6841232553,5,,NORMAL
185600000000,12,13,12-8-9-10-6-13,41439275.5460801274,5,,NORMAL
185700000000,12,13,12-8-9-10-6-13,41437835.1760642454,5,,NORMAL
185800000000,12,13,12-8-9-10-6-13,41436397.6895029321,5,,NORMAL
185900000000,12,13,12-8-9-10-6-13,41434965.0298946723,5,,NORMAL
186000000000,12,13,12-8-9-10-6-13,41433536.3456753790,5,,NORMAL
186100000000,12,13,12-8-9-10-6-13,41432116.0103720054,5,,NORMAL
186200000000,12,13,12-8-9-10-6-13,41430691.3824998513,5,,NORMAL
186300000000,12,13,12-8-9-10-6-13,41429281.5004336834,5,,NORMAL
186400000000,12,13,12-8-9-10-6-13,41427868.5812541693,5,,NORMAL
186500000000,12,13,12-8-9-10-6-13,41426463.3642960042,5,,NORMAL
186600000000,12,13,12-8-9-10-6-13,41425065.7936835960,5,,NORMAL
186700000000,12,13,12-8-9-10-6-13,41423663.0978572741,5,,NORMAL
186800000000,12,13,12-8-9-10-6-13,41422273.0229387656,5,,NORMAL
186900000000,12,13,12-8-9-10-6-13,41420885.4083564803,5,,NORMAL
187000000000,12,13,12-8-9-10-6-13,41419502.0716071054,5,,NORMAL
187100000000,12,13,12-8-9-10-6-13,41418126.5704464763,5,,NORMAL
187200000000,12,13,12-8-9-10-6-13,41416752.3694646284,5,,NORMAL
187300000000,12,13,12-8-9-10-6-13,41415384.9295981452,5,,NORMAL
187400000000,12,13,12-8-9-10-6-13,41414018.5825762153,5,,NORMAL
187500000000,12,13,12-8-9-10-6-13,41412655.1968941391,5,,NORMAL
187600000000,12,13,12-8-9-10-6-13,41411297.9686909616,5,,NORMAL
187700000000,12,13,12-8-9-10-6-13,41409943.8560767993,5,,NORMAL
187800000000,12,13,12-8-9-10-6-13,41408601.1151617244,5,,NORMAL
187900000000,12,13,12-8-9-10-6-13,41407255.8957515880,5,,NORMAL
