scenario,policy,workload,run_count,detection_time_seconds_mean,detection_time_seconds_stddev,detection_time_seconds_minimum,detection_time_seconds_maximum,detection_time_seconds_p95,reroute_time_seconds_mean,reroute_time_seconds_stddev,reroute_time_seconds_minimum,reroute_time_seconds_maximum,reroute_time_seconds_p95,service_recovery_time_seconds_mean,service_recovery_time_seconds_stddev,service_recovery_time_seconds_minimum,service_recovery_time_seconds_maximum,service_recovery_time_seconds_p95,jobs_unplaced_during_failure_mean,jobs_unplaced_during_failure_stddev,jobs_unplaced_during_failure_minimum,jobs_unplaced_during_failure_maximum,jobs_unplaced_during_failure_p95,retry_success_ratio_mean,retry_success_ratio_stddev,retry_success_ratio_minimum,retry_success_ratio_maximum,retry_success_ratio_p95
link_failure_recovery,completion_time,demo,1,0.0,,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,11.0,,11.0,11.0,11.0,0.0,,0.0,0.0,0.0,,,,,
