run_id,scenario,policy,workload,seed,jobs_total,jobs_placed,jobs_unplaced,placement_success_ratio,deadline_met_ratio,average_queue_wait_seconds,p50_queue_wait_seconds,p95_queue_wait_seconds,maximum_queue_wait_seconds,average_total_time_seconds,p50_total_time_seconds,p95_total_time_seconds,failed_links,unavailable_nodes,node_load_mean,node_load_stddev,node_load_imbalance_ratio,run_duration_seconds,status,error,dynamic_scenario,failure_event_count,recovery_event_count,detection_time_seconds,reroute_time_seconds,service_recovery_time_seconds,jobs_unplaced_during_failure,retry_success_ratio,workload_fingerprint,workload_job_count
50882d54248abc4d,link_failure_recovery,compute_aware,burst,5,18,18,0,1.0,1.0,0.0,0.0,0.0,0.0,1.94310146709858,1.5651089333567652,3.757034625342161,0,0,6.0,5.0990195135927845,0.8498365855987974,0.05467075600063254,success,,True,1,1,0.0,1.0,11.0,0,,81f130fc3b9248683d34c3ef6c43759176ae6222572c2f6c173b448bfdc2cdd9,18
9f941d98c059971b,link_failure_recovery,compute_aware,burst,6,18,18,0,1.0,1.0,0.0,0.0,0.0,0.0,1.9497227701141995,1.565101932941223,3.757020475559686,0,0,6.0,4.546060565661952,0.7576767609436587,0.053686479999669245,success,,True,1,1,0.0,1.0,11.0,0,,c84b0a07ddfdd4be1c6d3bafb554230e431315752b9274033f8dd7f4438e7e81,18
4756fee29055faa1,link_failure_recovery,compute_aware,burst,7,18,18,0,1.0,1.0,0.0,0.0,0.0,0.0,1.9431027038459188,1.5650809591958315,3.7570134621318956,0,0,6.0,5.0990195135927845,0.8498365855987974,0.0543727479998779,success,,True,1,1,0.0,1.0,11.0,0,,e20a6f787eb1fd621e6f2c63c6f19dca6370675b8845151b333e415f9a592b2f,18
f8e311b947212b79,link_failure_recovery,compute_aware,burst,8,18,18,0,1.0,1.0,0.0,0.0,0.0,0.0,1.9497284330276432,1.5650809591958315,3.7570275280893837,0,0,6.0,4.546060565661952,0.7576767609436587,0.05733372800023062,success,,True,1,1,0.0,1.0,11.0,0,,aba62db5c5ee3a887ed3034514f88e3b4186bcc23c8b9c615ef148b014e9a218,18
efb8c919c1baf22f,link_failure_recovery,compute_aware,burst,9,18,18,0,1.0,1.0,0.0,0.0,0.0,0.0,1.9497264937749665,1.5650984327772022,3.7570257608304454,0,0,6.0,4.546060565661952,0.7576767609436587,0.05406569400020089,success,,True,1,1,0.0,1.0,11.0,0,,9a9fb40ac7e25508ec23d1274e5226882fe6dfa3e7f3b060f7dce9cc6c3248f1,18
e769ca740a9cb211,link_failure_recovery,completion_time,burst,0,18,18,0,1.0,1.0,0.0,0.0,0.0,0.0,1.740090430433801,1.3085954416262067,3.757023998662784,0,0,6.0,5.354126134736337,0.8923543557893895,0.05445139699986612,success,,True,1,1,0.0,1.0,11.0,0,,06945b1de60d7c73194c5c4cf9bd4afc72cacef65143d4d832cd81b7a93e32fa,18
74421ada35928e04,link_failure_recovery,completion_time,burst,1,18,18,0,1.0,1.0,0.0,0.0,0.0,0.0,1.7400901831292044,1.3086200565678119,3.7570152117732634,0,0,6.0,5.354126134736337,0.8923543557893895,0.05289936500048498,success,,True,1,1,0.0,1.0,11.0,0,,62e7138e635feb31e8192866ec53a3eb0dec2e85ec7eedb0994aa41ad8d908b9,18
71afb792037595a5,link_failure_recovery,completion_time,burst,2,18,18,0,1.0,1.0,0.0,0.0,0.0,0.0,1.7400890374191293,1.3086066047006935,3.7570275280893854,0,0,6.0,5.354126134736337,0.8923543557893895,0.054178190999664366,success,,True,1,1,0.0,1.0,11.0,0,,b7637b4ed07c31273a259b40881ada23a3073bab3ec41d3d6504b28d8a610677,18
c26677eccfc421df,link_failure_recovery,completion_time,burst,3,18,18,0,1.0,1.0,0.0,0.0,0.0,0.0,1.725434432239651,1.3086043684552824,3.757018718419049,0,0,6.0,5.887840577551898,0.9813067629253163,0.05527397399964684,success,,True,1,1,0.0,1.0,11.0,0,,95aa5fbb835c8165de586f38b4cbe50769c92f1641016b39b0eadc3708c32e03,18
f25f95cc7706cafa,link_failure_recovery,completion_time,burst,4,18,18,0,1.0,1.0,0.0,0.0,0.0,0.0,1.7400964365591736,1.3086155670260013,3.7570310708429044,0,0,6.0,5.354126134736337,0.8923543557893895,0.05342544799987081,success,,True,1,1,0.0,1.0,11.0,0,,c4bca80a9e3e0d0ce77b573d2c444380d94f9b983f847bc0e3a6e9698a75a5f3,18
29baabf21e9c6f99,link_failure_recovery,completion_time,burst,5,18,18,0,1.0,1.0,0.0,0.0,0.0,0.0,1.725433436937967,1.3086110780116977,3.757034625342161,0,0,6.0,5.887840577551898,0.9813067629253163,0.053455213000233925,success,,True,1,1,0.0,1.0,11.0,0,,81f130fc3b9248683d34c3ef6c43759176ae6222572c2f6c173b448bfdc2cdd9,18
4659bd67cde6cc38,link_failure_recovery,completion_time,burst,6,18,18,0,1.0,1.0,0.0,0.0,0.0,0.0,1.7400904116421987,1.3086066047006935,3.757020475559686,0,0,6.0,5.354126134736337,0.8923543557893895,0.054293333999339666,success,,True,1,1,0.0,1.0,11.0,0,,c84b0a07ddfdd4be1c6d3bafb554230e431315752b9274033f8dd7f4438e7e81,18
9a54dbe83ed601e2,link_failure_recovery,completion_time,burst,7,18,18,0,1.0,1.0,0.0,0.0,0.0,0.0,1.7254349416030559,1.3085932145838088,3.7570134621318956,0,0,6.0,5.887840577551898,0.9813067629253163,0.053584835000037856,success,,True,1,1,0.0,1.0,11.0,0,,e20a6f787eb1fd621e6f2c63c6f19dca6370675b8845151b333e415f9a592b2f,18
94bd448c72153fe9,link_failure_recovery,completion_time,burst,8,18,18,0,1.0,1.0,0.0,0.0,0.0,0.0,1.7400945278107682,1.3085932145838088,3.7570275280893837,0,0,6.0,5.354126134736337,0.8923543557893895,0.054540527000426664,success,,True,1,1,0.0,1.0,11.0,0,,aba62db5c5ee3a887ed3034514f88e3b4186bcc23c8b9c615ef148b014e9a218,18
b97586c49700a9d7,link_failure_recovery,completion_time,burst,9,18,18,0,1.0,1.0,0.0,0.0,0.0,0.0,1.7400932125672595,1.3086043684552824,3.7570257608304454,0,0,6.0,5.354126134736337,0.8923543557893895,0.05369041999983892,success,,True,1,1,0.0,1.0,11.0,0,,9a9fb40ac7e25508ec23d1274e5226882fe6dfa3e7f3b060f7dce9cc6c3248f1,18
