run_id,scenario,policy,workload,seed,jobs_total,jobs_placed,jobs_unplaced,placement_success_ratio,deadline_met_ratio,average_queue_wait_seconds,p50_queue_wait_seconds,p95_queue_wait_seconds,maximum_queue_wait_seconds,average_total_time_seconds,p50_total_time_seconds,p95_total_time_seconds,failed_links,unavailable_nodes,node_load_mean,node_load_stddev,node_load_imbalance_ratio,run_duration_seconds,status,error
b6a36f81a77973c2,normal,compute_only,burst,0,300,300,0,1.0,0.14,22.469906266497855,22.071783214073132,47.84936468771246,54.098459803275325,24.365744490126502,23.89510845132575,50.673536897143876,0,0,100.0,9.273618495495704,0.09273618495495704,0.31912484999998014,success,
fe98cd38850b8d5d,normal,compute_only,burst,1,300,300,0,1.0,0.14,22.469906266497855,22.071783214073132,47.84936468771246,54.098459803275325,24.365744490126502,23.89510845132575,50.673536897143876,0,0,100.0,9.273618495495704,0.09273618495495704,0.29735119899987694,success,
c20214c59dbd22ad,normal,compute_only,burst,2,300,300,0,1.0,0.14,22.469906266497855,22.071783214073132,47.84936468771246,54.098459803275325,24.365744490126502,23.89510845132575,50.673536897143876,0,0,100.0,9.273618495495704,0.09273618495495704,0.2958631379999588,success,
83121ef7590ddf92,normal,compute_only,burst,3,300,300,0,1.0,0.14,22.469906266497855,22.071783214073132,47.84936468771246,54.098459803275325,24.365744490126502,23.89510845132575,50.673536897143876,0,0,100.0,9.273618495495704,0.09273618495495704,0.30325564100007796,success,
cc6bfebf9651de7a,normal,compute_only,burst,4,300,300,0,1.0,0.14,22.469906266497855,22.071783214073132,47.84936468771246,54.098459803275325,24.365744490126502,23.89510845132575,50.673536897143876,0,0,100.0,9.273618495495704,0.09273618495495704,0.3032464610000716,success,
c1133300f1df5fff,normal,compute_only,burst,5,300,300,0,1.0,0.14,22.469906266497855,22.071783214073132,47.84936468771246,54.098459803275325,24.365744490126502,23.89510845132575,50.673536897143876,0,0,100.0,9.273618495495704,0.09273618495495704,0.3372212329998092,success,
935ecbe417a25337,normal,compute_only,burst,6,300,300,0,1.0,0.14,22.469906266497855,22.071783214073132,47.84936468771246,54.098459803275325,24.365744490126502,23.89510845132575,50.673536897143876,0,0,100.0,9.273618495495704,0.09273618495495704,0.3194801380000172,success,
23d9ce708fd6b4bb,normal,compute_only,burst,7,300,300,0,1.0,0.14,22.469906266497855,22.071783214073132,47.84936468771246,54.098459803275325,24.365744490126502,23.89510845132575,50.673536897143876,0,0,100.0,9.273618495495704,0.09273618495495704,0.3007553429999916,success,
5d4341b10e3c8f05,normal,compute_only,burst,8,300,300,0,1.0,0.14,22.469906266497855,22.071783214073132,47.84936468771246,54.098459803275325,24.365744490126502,23.89510845132575,50.673536897143876,0,0,100.0,9.273618495495704,0.09273618495495704,0.291004724000004,success,
141fc64390f7b862,normal,compute_only,burst,9,300,300,0,1.0,0.14,22.469906266497855,22.071783214073132,47.84936468771246,54.098459803275325,24.365744490126502,23.89510845132575,50.673536897143876,0,0,100.0,9.273618495495704,0.09273618495495704,0.2970222430001286,success,
bea6de6430f02937,normal,compute_only,burst,10,300,300,0,1.0,0.14,22.469906266497855,22.071783214073132,47.84936468771246,54.098459803275325,24.365744490126502,23.89510845132575,50.673536897143876,0,0,100.0,9.273618495495704,0.09273618495495704,0.2975305400000252,success,
9f1e086d119ebd32,normal,compute_only,burst,11,300,300,0,1.0,0.14,22.469906266497855,22.071783214073132,47.84936468771246,54.098459803275325,24.365744490126502,23.89510845132575,50.673536897143876,0,0,100.0,9.273618495495704,0.09273618495495704,0.2938226069998109,success,
5c24acb672dbbb02,normal,compute_only,burst,12,300,300,0,1.0,0.14,22.469906266497855,22.071783214073132,47.84936468771246,54.098459803275325,24.365744490126502,23.89510845132575,50.673536897143876,0,0,100.0,9.273618495495704,0.09273618495495704,0.29385510999986764,success,
1ed8b75c0a591494,normal,compute_only,burst,13,300,300,0,1.0,0.14,22.469906266497855,22.071783214073132,47.84936468771246,54.098459803275325,24.365744490126502,23.89510845132575,50.673536897143876,0,0,100.0,9.273618495495704,0.09273618495495704,0.30152281200003017,success,
7f5d90144ea9bd24,normal,compute_only,burst,14,300,300,0,1.0,0.14,22.469906266497855,22.071783214073132,47.84936468771246,54.098459803275325,24.365744490126502,23.89510845132575,50.673536897143876,0,0,100.0,9.273618495495704,0.09273618495495704,0.3121276740000667,success,
ac05cbd56565473d,normal,compute_only,burst,15,300,300,0,1.0,0.14,22.469906266497855,22.071783214073132,47.84936468771246,54.098459803275325,24.365744490126502,23.89510845132575,50.673536897143876,0,0,100.0,9.273618495495704,0.09273618495495704,0.32549998199988295,success,
f35ccebc4c312259,normal,compute_only,burst,16,300,300,0,1.0,0.14,22.469906266497855,22.071783214073132,47.84936468771246,54.098459803275325,24.365744490126502,23.89510845132575,50.673536897143876,0,0,100.0,9.273618495495704,0.09273618495495704,0.2920578150001347,success,
cae95f6e126a8ab6,normal,compute_only,burst,17,300,300,0,1.0,0.14,22.469906266497855,22.071783214073132,47.84936468771246,54.098459803275325,24.365744490126502,23.89510845132575,50.673536897143876,0,0,100.0,9.273618495495704,0.09273618495495704,0.2976265099998727,success,
50c7102742474373,normal,compute_only,burst,18,300,300,0,1.0,0.14,22.469906266497855,22.071783214073132,47.84936468771246,54.098459803275325,24.365744490126502,23.89510845132575,50.673536897143876,0,0,100.0,9.273618495495704,0.09273618495495704,0.2983702170001834,success,
e55e24c41fdffe93,normal,compute_only,burst,19,300,300,0,1.0,0.14,22.469906266497855,22.071783214073132,47.84936468771246,54.098459803275325,24.365744490126502,23.89510845132575,50.673536897143876,0,0,100.0,9.273618495495704,0.09273618495495704,0.3000097240001196,success,
5a3553e722465e41,normal,network_only,burst,0,300,300,0,1.0,0.05,186.84788961512868,186.657218725989,370.4481569111311,373.7918874967391,188.77745481812502,188.68976977567146,372.44681625167146,0,2,100.0,141.4213562373095,1.4142135623730951,0.2959334399999989,success,
faa1bcd6adf9ad4c,normal,network_only,burst,1,300,300,0,1.0,0.05,186.84788961512868,186.657218725989,370.4481569111311,373.7918874967391,188.77745481812502,188.68976977567146,372.44681625167146,0,2,100.0,141.4213562373095,1.4142135623730951,0.3024607620000097,success,
c891033a8318ba7d,normal,network_only,burst,2,300,300,0,1.0,0.05,186.84788961512868,186.657218725989,370.4481569111311,373.7918874967391,188.77745481812502,188.68976977567146,372.44681625167146,0,2,100.0,141.4213562373095,1.4142135623730951,0.2949165680001897,success,
88150703a5ade050,normal,network_only,burst,3,300,300,0,1.0,0.05,186.84788961512868,186.657218725989,370.4481569111311,373.7918874967391,188.77745481812502,188.68976977567146,372.44681625167146,0,2,100.0,141.4213562373095,1.4142135623730951,0.3032236159999684,success,
c462e605708839e8,normal,network_only,burst,4,300,300,0,1.0,0.05,186.84788961512868,186.657218725989,370.4481569111311,373.7918874967391,188.77745481812502,188.68976977567146,372.44681625167146,0,2,100.0,141.4213562373095,1.4142135623730951,0.2977959100001044,success,
57b8b6756f63366b,normal,network_only,burst,5,300,300,0,1.0,0.05,186.84788961512868,186.657218725989,370.4481569111311,373.7918874967391,188.77745481812502,188.68976977567146,372.44681625167146,0,2,100.0,141.4213562373095,1.4142135623730951,0.3010577120001017,success,
